Clade,Superfamille,Famille,Sous Famille,Genre,espèces,MUSEUM,NUMERO,MORPHOTYPE,LIFESTYLE,LIFESTYLE_bis,DIET,DIET/BROAD,"Life.mode (Alhajeri et al, 2020)"
CTENO,Bathyergoidea,Bathyergidae,/,Fukomys,micklemi,CBUN,881./ 0735,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Fukomys,micklemi,CBUN,809./ 7571,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,MP1,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,MP2,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,MP3,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,CB4 right,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,CB4 left,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Georychus,capensis,CBUN,GC11,PROTRO,burrower,subterranean (C),"grass, clover, bulbs, corms and tubers ",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Heliophobius,argenteocinereus,CBUN,638,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Heliophobius,argenteocinereus,CBUN,M0X016,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Heliophobius,argenteocinereus,CBUN,MOX027,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Heliophobius,argenteocinereus,CBUN,M5x205,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Heliophobius,argenteocinereus,CBUN,MSX255,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Cavioidea,Caviidae,Caviinae,Cavia,porcellus,UM,499V (572N?),HYSTRI,terrestrial,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Caviinae,Galea,musteloides,CBUN,CSB 005,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Caviinae,Galea,musteloides,CBUN,CSB 006,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Caviinae,Microcavia,australis,NHMUK,1992.403,HYSTRI,terricolous,terrestrial,grass-leaf,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Caviinae,Dolichotis,patagonum,UM-ZOOL,3108,HYSTRI,terricolous,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Kerodon,rupestris,CBUN,CSB008,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Kerodon,rupestris,CBUN,M3414,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Kerodon,rupestris,CBUN,CSB2022-001,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Hydrochoerus,hydrochaeris,CBUN,CSB007,HYSTRI,semiaquatic,semiaquatic,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Hydrochoerus,hydrochaeris,JAGUARS,M2916,HYSTRI,semiaquatic,semiaquatic,grass,phytophagous (S),Terrestrial
CTENO,Cavioidea,Caviidae,Hydrochoerinae,Hydrochoerus,hydrochaeris,JAGUARS,M5306,HYSTRI,semiaquatic,semiaquatic,grass,phytophagous (S),Terrestrial
CTENO,Chinchilloidea,Chinchillidae,/,Chinchilla,chinchilla,UM,498V,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Chinchilloidea,Chinchillidae,/,Chinchilla,chinchilla,MB,2022.2.3,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Chinchilloidea,Chinchillidae,/,Chinchilla,lanigera,NHMUK,1926.7.10.32,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Chinchilloidea,Chinchillidae,/,Chinchilla,chinchilla,UM,BOURGE-NA,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Chinchilloidea,Chinchillidae,/,Lagostomus,maximus,NHMUK,1970.250 or 2022.20?,HYSTRI,terricolous,burrower,grass,phytophagous (S),Terrestrial
CTENO,Ctenodactyloidea,Ctenodactylidae,/,Ctenodactylus,vali,UM,N782-2008,HYSTRI,terrestrial,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Ctenodactyloidea,Ctenodactylidae,/,Pectinator,spekei,NHMUK,1905.11.4.22,HYSTRI,terrestrial,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Ctenodactyloidea,Ctenodactylidae,/,Felovia,vae,NHMUK,1991.99,HYSTRI,terrestrial,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Ctenodactyloidea,Ctenodactylidae,/,Massoutiera,mzabi,NHMUK,19.7.7.2880,HYSTRI,terrestrial,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,Octodontoidea,Ctenomyidae,/,Ctenomys,talarum,NHMUK,9.12.1.68-70,HYSTRI,burrower,subterranean,grass-root,phytophagous (S),Subterranean
CTENO,Cavioidea,Cuniculidae,/,Cuniculus,paca,JAGUARS,M5329,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Cavioidea,Cuniculidae,/,Cuniculus,paca,JAGUARS,M6159,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Cavioidea,Dasyproctidae,/,Dasyprocta,leporina,JAGUARS,M5152,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Cavioidea,Dasyproctidae,/,Dasyprocta,leporina,JAGUARS,M5153,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Cavioidea,Dasyproctidae,/,Dasyprocta,leporina,JAGUARS,M5324,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Cavioidea,Dasyproctidae,/,Dasyprocta,leporina,JAGUARS,M6004,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Cavioidea,Dasyproctidae,/,Myoprocta,acouchy,MNHN-ZM-MO,1903-611,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Ctenodactyloidea,Diatomyidae,/,Laonastes,aenigmamus,UM,TK07-05,HYSTRI,terrestrial,terrestrial,leaf-grass-seeds,phytophagous (G),Terrestrial
CTENO,Ctenodactyloidea,Diatomyidae,/,Laonastes,aenigmamus,UM,TK07-06,HYSTRI,terrestrial,terrestrial,leaf-grass-seeds,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Capromyinae,Capromys,sp.,NHMUK,1970-250,HYSTRI,scansorial,terrestrial,phytophagous,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Capromyinae,Capromys,pilorides,CBUN,CSB009,HYSTRI,scansorial,terrestrial,phytophagous,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Dactylomyinae,Dactylomys,dactylinus,LMUSP(Brazil),RBM1232,HYSTRI,arboreal,arboreal,bamboo,phytophagous (S),Arboreal
CTENO,Octodontoidea,Echimyidae,Dactylomyinae,Dactylomys,dactylinus,MZUSP(Brazil),36048,HYSTRI,arboreal,arboreal,bamboo,phytophagous (S),Arboreal
CTENO,Octodontoidea,Echimyidae,Dactylomyinae,Dactylomys,boliviensis,LMUSP(Brazil),176,HYSTRI,arboreal,arboreal,bamboo,phytophagous (S),Arboreal
CTENO,Octodontoidea,Echimyidae,Dactylomyinae,Kannabateomys,amblyonyx,NHMUK,92.11.24.6,HYSTRI,arboreal,arboreal,bamboo,phytophagous (S),Arboreal
CTENO,Octodontoidea,Echimyidae,Dactylomyinae,Kannabateomys,amblyonyx,NHMUK,9.11.19.28,HYSTRI,arboreal,arboreal,bamboo,phytophagous (S),Arboreal
CTENO,Octodontoidea,Echimyidae,Echimyinae,Makalata,didelphoides,UM,V36-40,HYSTRI,arboreal,arboreal,fruit-seed-leaf,phytophagous (G),Arboreal
CTENO,Octodontoidea,Echimyidae,Echimyinae,Makalata,didelphoides,UM,V3641,HYSTRI,arboreal,arboreal,fruit-seed-leaf,phytophagous (G),Arboreal
CTENO,Octodontoidea,Echimyidae,Echimyinae,Pattonomys,semivillosus,USNM,496487,HYSTRI,arboreal,arboreal,NA,NA,Arboreal
CTENO,Octodontoidea,Echimyidae,Echimyinae,Pattonomys,semivillosus,USNM,496485,HYSTRI,arboreal,arboreal,NA,NA,Arboreal
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Euryzygomatomys,spinosus,NHMUK,9.11.19.29-31,HYSTRI,terricolous,burrower,leaf-insect,omnivorous (A),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Mesomys,hispidus,JAGUARS,M1281,HYSTRI,arboreal,arboreal,fruit-insect,omnivorous (P),Arboreal
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Mesomys,hispidus,JAGUARS,M3108,HYSTRI,arboreal,arboreal,fruit-insect,omnivorous (P),Arboreal
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Mesomys,hispidus,JAGUARS,M3414,HYSTRI,arboreal,arboreal,fruit-insect,omnivorous (P),Arboreal
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,guyannensis,JAGUARS,M1199,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,guyannensis,JAGUARS,M1208,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,guyannensis,JAGUARS,M1209,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,guyannensis,JAGUARS,M1565,HYSTRI,terrestrial,terrestrial,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,cuvieri,JAGUARS,M3091,HYSTRI,terrestrial,terrestrial,fruit-insect,omnivorous (P),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,cuvieri,MNHN-ZM-MO,V3648,HYSTRI,terrestrial,terrestrial,fruit-insect,omnivorous (P),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Proechimys,cuvieri,MNHN-ZM-MO,V3651,HYSTRI,terrestrial,terrestrial,fruit-insect,omnivorous (P),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Thrichomys,laurentius,NHMUK,3.10.1.118-221,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Trinomys,sp.,LMUSP(Brazil),514,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Myocastor,coypus,QM,1162,HYSTRI,semiaquatic,semiaquatic/burrower,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Myocastor,coypus,QM,1157,HYSTRI,semiaquatic,semiaquatic/burrower,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Octodontoidea,Echimyidae,Eumysopinae,Myocastor,coypus,UM-ZOOL,3111/QM1150,HYSTRI,semiaquatic,semiaquatic/burrower,fruit-leaf,phytophagous (G),Terrestrial
CTENO,Erethizontoidea,Erethizontidae,/,Coendou,prehensilis,JAGUARS,M5167,HYSTRI,arboreal,arboreal,young leaf,phytophagous (G),Arboreal
CTENO,Erethizontoidea,Erethizontidae,/,Coendou,prehensilis,JAGUARS,M6000,HYSTRI,arboreal,arboreal,young leaf,phytophagous (G),Arboreal
CTENO,Erethizontoidea,Erethizontidae,/,Coendou,prehensilis,NHMUK,2022.18,HYSTRI,arboreal,arboreal,young leaf,phytophagous (G),Arboreal
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,8537,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,599,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,584,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,545,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,493,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Bathyergoidea,Heterocephalidae,/,Heterocephalus,glaber,CBUN,8531,PROTRO,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Hystricoidea,Hystricidae,/,Atherurus,africanus,CBUN,CSB011,HYSTRI,terrestrial,terrestrial,omnivorus,omnivorous (P),Terrestrial
CTENO,Hystricoidea,Hystricidae,/,Atherurus,africanus,CBUN,CSB012,HYSTRI,terrestrial,terrestrial,omnivorus,omnivorous (P),Terrestrial
CTENO,Hystricoidea,Hystricidae,/,Hystrix,pumila,CBUN,CSB013,HYSTRI,terricolous,terrestrial,omnivorus,omnivorous (P),Terrestrial
CTENO,Octodontoidea,Octodontidae,/,Octodon,degus,UM,506V,HYSTRI,burrower,burrower,grass,phytophagous (S),Terrestrial
CTENO,Octodontoidea,Octodontidae,/,Spalacopus,cyanus,CBUN,SC2ID1,HYSTRI,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,Octodontoidea,Octodontidae,/,Spalacopus,cyanus,CBUN,SC2ID2,HYSTRI,burrower,subterranean (C),root,phytophagous (S),Subterranean
CTENO,,Thryonomyidae,,Thryonomys,swinderianus,MNHN-ZM-MO,1996-41,HYSTRI,terricolous,terrestrial,grass,phytophagous (S),Terrestrial
CTENO,,Petromuridae,/,Petromus,typicus,NHMUK,1928.9.11.502,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
CTENO,,Petromuridae,/,Petromus,typicus,NHMUK,2022.25,HYSTRI,terrestrial,terrestrial,fruit-seed,phytophagous (G),Terrestrial
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,LEGEND,,,,,,,,,,,,
,,Infos manquantes ou à vérifier,,,,,,,,,,,
,,A disséquer pour projet dents / discusté avec Vincent et Helder,,,,,,,,,,,
,,Rajouté par Benoit,,,,,,,,,,,
,,Dents et crâne reconstruits ,,,,,,,,,,,
,,Spécimens iodés,,,,,,,,,,,
,,3D reconstruction done,,,,,,,,,,,
,,Spécimens à ioder,,,,,,,,,,,
,,,,,,,,,,,,,
,SAM'S PHD DATABASE,,,,,,,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7185,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7186,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7187,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7191,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7192,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7193,,,,,,
MOUS,,Muridae,Murinae,Maxomys,surifer,UM,7194,,,,,,
MOUS,,Muridae,Murinae,Melomys,obiensis,UM,YS360,,,,,,
MOUS,,Muridae,Murinae,Mus,sp.,UM,7195,,,,,,
MOUS,,Muridae,Murinae,Mus,caroli,UM,7225,,,,,,
MOUS,,Muridae,Murinae,Mus,caroli,UM,7236,,,,,,
MOUS,,Muridae,Murinae,Mus,caroli,UM,7264,,,,,,
MOUS,,Muridae,Murinae,Mus,caroli,UM,KTK24_13,,,,,,
MOUS,,Muridae,Murinae,Mus,caroli,UM,KTK24_7,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7255,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7258,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7259,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7262,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7263,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7286,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7304,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7313,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7314,,,,,,
MOUS,,Muridae,Murinae,Mus,cervicolor,UM,7315,,,,,,
MOUS,,Muridae,Murinae,Mus,cookii,UM,7210,,,,,,
MOUS,,Muridae,Murinae,Mus,cookii,UM,7238,,,,,,
MOUS,,Muridae,Murinae,Mus,cookii,UM,7239,,,,,,
MOUS,,Muridae,Murinae,Mus,cookii,UM,7243,,,,,,
MOUS,,Muridae,Murinae,Mus,fragilicauda,UM,7254,,,,,,
MOUS,,Muridae,Murinae,Mus,fragilicauda,UM,7261,,,,,,
MOUS,,Muridae,Murinae,Mus,fragilicauda,UM,7260,,,,,,
MOUS,,Muridae,Murinae,Mus,mattheyi,UM,mattheyi1,,,,,,
MOUS,,Muridae,Murinae,Mus,minutoides,UM,minut1,,,,,,
MOUS,,Muridae,Murinae,Mus,minutoides,UM,minut2,,,,,,
MOUS,,Muridae,Murinae,Mus,pahari,UM,7226,,,,,,
MOUS,,Muridae,Murinae,Mus,pahari,UM,7235,,,,,,
MOUS,,Muridae,Murinae,Mus,pahari,UM,PAH54_7,,,,,,
MOUS,,Muridae,Murinae,Mus,pahari,UM,PAH54_9,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7198,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7200,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7227,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7240,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7244,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7245,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7246,,,,,,
MOUS,,Muridae,Murinae,Niviventer,fulvescens,UM,7248,,,,,,
MOUS,,Muridae,Murinae,Rattus,andamanensis,UM,7216,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7267,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7288,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7291,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7292,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7296,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7298,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7306,,,,,,
MOUS,,Muridae,Murinae,Rattus,exulans,UM,7311,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7201,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7206,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7208,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7209,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7217,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7257,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7270,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7273,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7284,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7302,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7317,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7319,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,UM,7320,,,,,,
MOUS,,Muridae,Murinae,Rattus,tanezumi,MZB,,,,,,,
