"clade","family","subfamily","species","specimen"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7273"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7284"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi","7302"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rattus tanezumi OBI","MZB"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys isagorensis","USNM 573913"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193833"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH 193836"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2596"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Sommeromys macrorhinos","kcr2644"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190966"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"MOUS","Muridae","Murinae","Soricomys leonardocoi","FMNH 190967"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"CTENO","Octodontidae","","Spalacopus cyanus","CBUN SC2ID1"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Stenocephalemys albipes","CBUN ETH1426"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN282"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys infraluteus","BORN510"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN031"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN173"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Sundamys muelleri","BORN567"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh780"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","hh821"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Geomyidae","","Thomomys talpoides","FU23CB"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"MOUS","Muridae","Deomyinae","Uranomys ruddi","MNHN-ZM-MO 1996-2080"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Xerus erythropus leucoumbrinus","NHM 1922.3.3.11"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"SQUIR","Sciuridae","Xerinae","Paraxerus boehmi","RMCA 1995.061.M.3257"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Muridae","Murinae","Apodemus sylvaticus","MB 2018-34-16"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Holochilus brasiliensis","MNHN-ZM-MO CG1994-5"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Cricetidae","Sigmodontinae","Sigmodon hispidus","MNHN-ZM-MO 2000-231"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys banahao","CBGP P0064"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Muridae","Murinae","Apomys datae","FMNH 188272"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"MOUS","Heteromyidae","Perognathinae","Chaetodipus formosus","UWBM 37577"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"CTENO","Hystricidae","","Hystrix pumila","CBUN CSB013"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Castoridae","","Castor fiber","MB no number"
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
"MOUS","Muridae","Murinae","Rhynchomys soricoides","FMNH ""Rhy2"""
